rev_Mean,mou_Mean,totmrc_Mean,da_Mean,ovrmou_Mean,ovrrev_Mean,vceovr_Mean,datovr_Mean,roam_Mean,change_mou,change_rev,drop_vce_Mean,drop_dat_Mean,blck_vce_Mean,blck_dat_Mean,unan_vce_Mean,unan_dat_Mean,plcd_vce_Mean,plcd_dat_Mean,recv_vce_Mean,recv_sms_Mean,comp_vce_Mean,comp_dat_Mean,custcare_Mean,ccrndmou_Mean,cc_mou_Mean,inonemin_Mean,threeway_Mean,mou_cvce_Mean,mou_cdat_Mean,mou_rvce_Mean,owylis_vce_Mean,mouowylisv_Mean,iwylis_vce_Mean,mouiwylisv_Mean,peak_vce_Mean,peak_dat_Mean,mou_peav_Mean,mou_pead_Mean,opk_vce_Mean,opk_dat_Mean,mou_opkv_Mean,mou_opkd_Mean,drop_blk_Mean,attempt_Mean,complete_Mean,callfwdv_Mean,callwait_Mean,months,Customer_ID,uniqsubs,actvsubs,new_cell,crclscod,asl_flag,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,prizm_social_one,area,dualband,refurb_new,hnd_price,phones,models,hnd_webcap,truck,rv,ownrent,lor,dwlltype,marital,adults,infobase,income,numbcars,HHstatin,dwllsize,forgntvl,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,eqpdays,device_age_band,multi_line_flag,rev_per_mou,overage_intensity,roam_ratio,custcare_intensity,usage_efficiency,clv_proxy,satisfaction_proxy,prizm_social_one_missing_flag,hnd_webcap_missing_flag,ownrent_missing_flag,lor_missing_flag,dwlltype_missing_flag,adults_missing_flag,infobase_missing_flag,income_missing_flag,numbcars_missing_flag,HHstatin_missing_flag,dwllsize_missing_flag,actual_churn,p_churn,Conservative_expected_preserved_value,Conservative_expected_campaign_cost,Conservative_expected_net_value,Base_expected_preserved_value,Base_expected_campaign_cost,Base_expected_net_value,Aggressive_expected_preserved_value,Aggressive_expected_campaign_cost,Aggressive_expected_net_value
457.21,3100.75,72.49,0.2475,1012.75,386.485,385.9,0.585,0.4875,897.25,213.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1096451,2,2,U,C2,N,3346,12061.0,1531.16,1487.14,11793.0,3245,247.86,1965.5,540.83,2802,666,386,1966.0,541.0,248.0,C,DC/MARYLAND/VIRGINIA AREA,Y,N,129.9899902,2.0,2.0,WCMB,0.0,0.0,,,,U,,,,,,,0.0,U,U,U,U,U,U,N,172.0,<180,1,0.1474038849036834,5.2590148319499255,0.00015716933988877245,0.0,42.19281534902708,3200.47,0.15976955269308113,0,0,1,1,1,1,1,1,1,1,1,0,0.5922715,519.9214973449707,45,474.9214973449707,1462.2793202900887,65,1397.2793202900887,2859.5682353973393,85,2774.5682353973393
492.2,2201.0,59.99,11.88,526.0,210.4,210.4,0.0,0.78,0.0,0.0,7.666666667,0.0,1.333333333,0.0,28.33333333,0.0,145.3333333,0.0,61.0,0.0,112.3333333,0.0,0.333333333,3.333333333,3.026666667,30.0,0.0,256.4666667,0.0,150.2566667,18.0,21.85666667,0.333333333,0.16,114.3333333,0.0,303.2933333,0.0,40.33333333,0.0,103.43,0.0,9.0,145.3333333,112.3333333,0.0,0.0,33,1099879,1,1,N,AA,N,855,2124.0,427.38,286.37,1618.0,654,40.91,231.14,93.43,143,47,30,185.0,73.0,36.0,U,LOS ANGELES AREA,Y,N,79.98999023,4.0,2.0,WCMB,0.0,0.0,,,,U,1.0,M,,,C,,0.0,G,U,U,U,U,U,N,35.0,<180,1,0.22352406902815622,3.449745859977045,0.00035422343324250684,10.999999989,36.08788325955074,16242.6,0.20907034143785275,0,0,1,1,1,0,0,1,1,0,1,1,0.54585993,515.8507372283935,45,470.85073722839354,1450.8302571296692,65,1385.8302571296692,2837.1790547561645,85,2752.1790547561645
553.1025,3410.25,199.99,4.95,1368.75,342.1875,342.1875,0.0,5.975,309.75,75.7175,33.33333333,0.0,4.333333333,0.0,2.0,0.0,876.0,0.0,535.0,0.0,849.0,0.0,0.0,0.0,0.0,305.6666667,1.0,1283.78,0.0,987.68,113.0,115.5933333,32.66666667,36.74666667,366.6666667,0.0,595.18,0.0,1003.333333,0.0,1676.296667,0.0,37.66666667,876.0,849.0,0.0,84.66666667,21,1027083,1,1,N,AA,N,19741,44391.0,6278.79,6214.69,44309.0,19691,310.73,2215.45,984.55,3307,1418,528,2925.0,1255.0,438.0,C,NEW YORK CITY AREA,Y,N,149.9899902,2.0,2.0,WCMB,0.0,0.0,,,,U,,,,,,,0.0,N,U,U,U,U,U,N,200.0,180-365,1,0.16214071088310736,1.7025100751281157,0.001751557347013558,0.0,16.96726205283845,11615.1525,0.3700263725945939,0,0,1,1,1,1,1,1,1,1,1,1,0.4857306,515.8248802585603,45,470.82488025856026,1450.7576075971126,65,1385.7576075971126,2837.036841422081,85,2752.036841422081
452.035,3297.75,85.0,6.1875,469.5,117.445,117.25,0.195,232.3775,-600.75,-71.345,27.0,0.0,43.33333333,0.0,199.0,0.0,920.6666667,0.666666667,306.3333333,0.0,660.3333333,0.666666667,0.0,0.0,0.0,121.0,0.0,1383.303333,0.446666667,747.9633333,191.0,229.83,32.66666667,50.29,576.3333333,0.0,1162.42,0.0,381.0,0.666666667,968.8466667,0.446666667,70.33333333,921.3333333,661.0,0.0,53.0,19,1037382,3,2,U,AA,N,10246,28148.0,3717.38,3549.31,28027.0,10202,197.18,1557.06,566.78,3498,1220,476,2864.0,1042.0,360.0,R,SOUTHWEST AREA,Y,N,149.9899902,2.0,1.0,WCMB,0.0,0.0,O,3.0,S,M,4.0,M,7.0,1.0,I,A,0.0,H,U,Y,Y,U,U,Y,263.0,180-365,1,0.13703220917014022,1.365639534883721,0.07044410761652141,0.0,38.34593023255814,8588.665,0.42271867089385334,0,0,0,0,0,0,0,0,0,0,0,1,0.57741827,501.14550645923623,45,456.14550645923623,1409.4717638599873,65,1344.4717638599873,2756.300285525799,85,2671.300285525799
476.615,2541.75,96.4425,1.98,769.25,278.575,278.575,0.0,30.6425,991.25,281.045,3.666666667,0.0,8.333333333,0.0,71.33333333,0.0,414.6666667,0.0,116.0,0.0,333.3333333,0.0,13.0,59.66666667,52.24333333,27.0,0.0,1226.96,0.0,662.4866667,73.0,92.34,2.666666667,5.896666667,377.0,0.0,1396.29,0.0,70.33333333,0.0,493.16,0.0,12.0,414.6666667,333.3333333,0.0,8.333333333,23,1028549,1,1,U,DA,N,4699,17993.0,3211.67,3179.67,17978.0,4691,144.53,817.18,213.23,2211,419,383,1675.0,356.0,296.0,C,NORTH FLORIDA AREA,Y,N,29.98999023,1.0,1.0,WC,0.0,0.0,,,,U,,,,,,,0.0,N,U,U,U,U,U,N,687.0,365-730,0,0.18744076295349524,2.8588654847730712,0.012050929112181693,299.0,26.084614003130053,10962.145,0.05931597241244971,0,0,1,1,1,1,1,1,1,1,1,0,0.53653383,490.98254848432543,45,445.98254848432543,1380.888460224867,65,1315.888460224867,2700.40401666379,85,2615.40401666379
410.985,1537.5,59.99,0.2475,773.75,309.5,309.5,0.0,0.0,-1321.5,-360.995,7.666666667,0.0,11.0,0.0,78.0,0.0,377.6666667,0.0,289.0,0.0,285.3333333,0.0,0.333333333,0.333333333,0.026666667,122.0,0.666666667,317.62,0.0,539.5733333,63.0,46.74,55.33333333,84.64666667,423.0,0.0,611.5866667,0.0,146.6666667,0.0,245.6066667,0.0,18.66666667,377.6666667,285.3333333,0.0,5.666666667,17,1048356,2,2,U,BA,N,7872,18026.0,3241.81,3161.83,18020.0,7868,197.61,1126.25,491.75,1978,883,531,1676.0,744.0,372.0,C,OHIO AREA,N,N,129.9899902,5.0,4.0,WCMB,0.0,0.0,,,,U,,,,,,,0.0,H,U,U,U,U,U,N,144.0,<180,1,0.2671335716607085,5.074602393835055,0.0,5.666666661,25.209050664043286,6986.745,0.15605649660501672,0,0,1,1,1,1,1,1,1,1,1,1,0.61970574,489.0043276920319,45,444.0043276920319,1375.3248186135293,65,1310.3248186135293,2689.5238023061756,85,2604.5238023061756
387.7775,2189.75,59.99,0.2475,1083.25,324.975,324.975,0.0,1.645,-2154.75,-337.7875,20.66666667,0.0,0.666666667,0.0,84.66666667,0.0,631.3333333,0.0,250.3333333,0.0,529.3333333,0.0,0.0,0.0,0.0,159.6666667,0.333333333,1369.86,0.0,679.91,94.0,151.31,8.333333333,11.91,380.6666667,0.0,1135.38,0.0,353.0,0.0,914.39,0.0,21.33333333,631.3333333,529.3333333,0.0,0.0,18,1034760,2,1,N,A,N,9265,27807.0,4047.66,3996.05,27793.0,9259,235.06,1634.88,544.65,2908,830,500,2379.0,660.0,315.0,U,NEW YORK CITY AREA,Y,N,199.9899902,5.0,4.0,WCMB,0.0,0.0,O,1.0,M,S,2.0,M,5.0,,C,O,0.0,O,U,U,U,U,U,Y,105.0,<180,1,0.17700673285404542,5.328332513526808,0.0007508844003195253,0.0,35.903426791277255,6979.995,0.15801950954102054,0,0,0,0,0,0,0,0,1,0,0,1,0.6525881,485.8732891523838,45,440.8732891523838,1366.5186372977494,65,1301.5186372977494,2672.303090338111,85,2587.303090338111
412.4625,2309.25,63.575,0.7425,910.5,318.675,318.675,0.0,1.56,-552.25,-60.6125,34.66666667,0.0,9.0,0.0,46.33333333,0.0,656.0,0.0,368.0,0.0,579.0,0.0,11.66666667,20.0,11.50666667,219.0,0.666666667,882.7566667,0.0,559.3533333,232.6666667,324.7833333,97.0,190.34,383.6666667,0.0,623.0066667,0.0,517.0,0.0,819.11,0.0,43.66666667,656.0,579.0,0.0,0.0,13,1047969,2,2,Y,AA,N,7769,17492.0,2335.53,2291.9,17472.0,7758,190.99,1456.0,646.5,2493,1039,433,2014.0,841.0,300.0,U,NEW YORK CITY AREA,Y,R,129.9899902,4.0,2.0,WCMB,0.0,0.0,,,,U,,,,,,,0.0,S,U,U,U,U,U,N,7.0,<180,1,0.17853587274104532,4.934959349593496,0.000675251596147603,151.66666671,35.76074332171893,5362.0125,0.05681293301464513,0,0,1,1,1,1,1,1,1,1,1,0,0.6121634,484.7893721652031,45,439.7893721652031,1363.4701337993145,65,1298.4701337993145,2666.341546908617,85,2581.341546908617
376.3925,1544.0,52.67,1.485,364.0,318.9,318.9,0.0,0.0,447.0,895.5675,8.0,0.0,73.33333333,0.0,56.0,0.0,390.3333333,0.333333333,188.3333333,0.0,256.3333333,0.333333333,7.666666667,14.0,9.136666667,111.6666667,4.0,635.4333333,0.306666667,351.1466667,78.0,50.96,78.33333333,101.41,165.3333333,0.0,280.3233333,0.0,270.6666667,0.333333333,706.2566667,0.306666667,81.33333333,390.6666667,256.6666667,0.0,10.33333333,11,1059444,2,2,U,BA,N,4414,11956.0,738.77,658.79,11923.0,4392,65.88,1192.3,439.2,1395,489,78,1328.0,477.0,70.0,U,DC/MARYLAND/VIRGINIA AREA,Y,N,199.9899902,2.0,1.0,WCMB,0.0,0.0,,,,S,1.0,M,4.0,1.0,C,,0.0,N,U,U,U,U,U,Y,234.0,180-365,1,0.2436197411003236,5.941866964784795,0.0,84.333333337,28.768399478293272,4140.3175,0.06845314014434897,0,0,1,1,1,0,0,0,0,0,1,1,0.65365744,472.3809942462444,45,427.3809942462444,1328.571557534933,65,1263.571557534933,2598.0954683543446,85,2513.0954683543446
558.9325,3450.75,78.3225,0.0,1723.25,482.51,482.51,0.0,0.0,628.25,180.4275,57.33333333,0.0,31.33333333,0.0,155.0,0.0,1320.333333,0.0,688.3333333,0.0,1091.333333,0.0,1.333333333,4.333333333,3.776666667,450.0,0.666666667,861.4466667,0.0,1044.876667,242.6666667,92.60666667,119.0,92.13,689.0,0.0,634.45,0.0,1076.0,0.0,1271.88,0.0,88.66666667,1320.333333,1091.333333,0.0,51.33333333,15,1042739,1,1,Y,ZA,N,19617,27207.0,2627.79,2542.97,27058.0,19495,181.64,1932.71,1392.5,3241,2133,499,2364.0,1568.0,304.0,S,CENTRAL/SOUTH TEXAS AREA,N,N,129.9899902,2.0,2.0,WCMB,0.0,0.0,O,15.0,S,M,6.0,M,6.0,3.0,,A,0.0,Z,U,U,U,U,Y,Y,331.0,180-365,1,0.16192728326211342,6.0828894702007625,0.0,19.999999995,43.50278924643071,8383.9875,0.11881814721203571,0,0,0,0,0,0,0,0,0,1,0,0,0.42876154,460.1256201338768,45,415.1256201338768,1294.1033399415016,65,1229.1033399415016,2530.6909107363226,85,2445.6909107363226
443.7125,1748.5,39.99,2.475,1067.5,373.635,373.5375,0.0975,0.0,1522.5,451.5275,32.66666667,0.0,3.666666667,0.0,70.66666667,0.0,310.3333333,0.333333333,137.3333333,0.0,214.6666667,0.333333333,0.333333333,0.333333333,0.306666667,63.66666667,0.0,644.62,0.023333333,348.8433333,79.0,156.4566667,56.0,206.8033333,208.0,0.333333333,549.0666667,0.023333333,99.66666667,0.0,444.4033333,0.0,36.33333333,310.6666667,215.0,0.0,4.666666667,17,1050726,3,2,U,AA,N,1733,5858.0,1515.58,1456.15,5843.0,1725,97.08,389.53,115.0,1241,317,293,710.0,197.0,167.0,S,DC/MARYLAND/VIRGINIA AREA,Y,N,79.98999023,2.0,2.0,WCMB,0.0,0.0,O,15.0,S,M,3.0,M,3.0,2.0,I,A,0.0,N,U,U,U,U,U,Y,65.0,<180,1,0.2536224635610174,9.115272017565259,0.0,5.666666661,42.656745547694555,7543.112499999999,0.09570655283156053,0,0,0,0,0,0,0,0,0,0,0,1,0.53924865,459.401053750515,45,414.401053750515,1292.0654901206492,65,1227.0654901206492,2526.7057956278327,85,2441.7057956278327
411.8975,1272.5,75.0,6.6825,0.0,0.0,0.0,0.0,330.215,518.5,202.4825,4.666666667,0.0,2.333333333,0.0,17.66666667,0.0,185.6666667,0.0,71.33333333,0.0,162.3333333,0.0,0.333333333,9.0,8.683333333,34.66666667,0.0,287.0733333,0.0,127.81,35.66666667,45.67,3.666666667,4.053333333,204.3333333,0.0,377.74,0.0,23.33333333,0.0,37.14333333,0.0,7.0,185.6666667,162.3333333,0.0,2.666666667,19,1041747,1,1,N,B,N,5553,13609.0,2797.62,2619.0,13046.0,5363,145.5,724.78,297.94,1100,451,344,915.0,378.0,215.0,,HOUSTON AREA,Y,N,199.9899902,1.0,1.0,WCMB,0.0,0.0,,,,U,1.0,M,,,C,,0.0,S,U,U,U,U,U,N,577.0,365-730,0,0.32343737730663524,0.0,0.259297212406753,6.333333327,16.74342105263158,7826.0525,0.7500000001874999,1,0,1,1,1,0,0,1,1,0,1,0,0.5807768,459.30340712976454,45,414.30340712976454,1291.790857103467,65,1226.790857103467,2526.168739213705,85,2441.168739213705
